vgps_id,name,raw_label,canonical_category,strategic_bucket,chain_brand,score,tier,weburl,listing_url
24457,AAA Palm Springs,RELOCATION & RESOURCES,Relocation,Retail & Services,true,3,C,https://www.aaa.com,https://www.visitgreaterpalmsprings.com/listing/aaa-palm-springs/24457/
26515,AAA Westways - Auto Club of Southern California,RELOCATION & RESOURCES,Relocation,Retail & Services,true,3,C,https://www.calif.aaa.com/publications.html,https://www.visitgreaterpalmsprings.com/listing/aaa-westways-auto-club-of-southern-california/26515/
46522,ACCESS Destination Services,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,3,C,https://www.accessdmc.com/,https://www.visitgreaterpalmsprings.com/listing/access-destination-services/46522/
61626,1/2sies Co.,EAT & DRINK,Dining,Dining,false,2,C,https://12siesco.com/,https://www.visitgreaterpalmsprings.com/listing/1-2sies-co/61626/
34643,4 Paws Coffee Co.,EAT & DRINK,Dining,Dining,false,2,C,https://4pawscoffeeco.com/,https://www.visitgreaterpalmsprings.com/listing/4-paws-coffee-co/34643/
15849,7 Lakes Golf & Country Club Sales & Rentals,RELOCATION & RESOURCES,Relocation,Retail & Services,false,2,C,https://www.7lakescountryclub.com,https://www.visitgreaterpalmsprings.com/listing/7-lakes-golf-%26-country-club-sales-%26-rentals/15849/
24734,95.9 The Oasis,BUSINESS & PROFESSIONAL SERVICES,Professional Services,Retail & Services,false,1,C,https://www.959theoasis.com,https://www.visitgreaterpalmsprings.com/listing/95-9-the-oasis/24734/
35531,$5 Pizza Place,EAT & DRINK,Dining,Dining,false,0,D,https://www.5dollarpizzaplace.com/,https://www.visitgreaterpalmsprings.com/listing/%245-pizza-place/35531/
35798,360 Sports at Agua Caliente Casino Cathedral City,EAT & DRINK,Dining,Dining,true,0,D,https://aguacalientecasinos.com/nightlife/360-sports-bar/,https://www.visitgreaterpalmsprings.com/listing/360-sports-at-agua-caliente-casino-cathedral-city/35798/
46528,360 Sports at Agua Caliente Casino Palm Springs,EAT & DRINK,Dining,Dining,true,0,D,https://aguacalientecasinos.com/dining/360-sports/,https://www.visitgreaterpalmsprings.com/listing/360-sports-at-agua-caliente-casino-palm-springs/46528/
34473,360 Sports at Agua Caliente Resort Casino Spa Rancho Mirage,EAT & DRINK,Dining,Dining,true,0,D,https://aguacalientecasinos.com/nightlife/360-sports-bar/,https://www.visitgreaterpalmsprings.com/listing/360-sports-at-agua-caliente-resort-casino-spa-rancho-mirage/34473/
